ID,Title,Relevancy
898,Metformin maintains intrahepatic triglyceride content through increased hepatic de novo lipogenesis.,2
899,Inverse Association of Peripheral Orexin-A with Insulin Resistance in Type 2 Diabetes Mellitus: A Randomized Clinical Trial.,2
900,"Linagliptin, when compared to placebo, improves CD34+ve endothelial progenitor cells in type 2 diabetes subjects with chronic kidney disease taking metformin and/or insulin: a randomized controlled trial.",2
901,Pharmacometabolomic profiles in type 2 diabetic subjects treated with liraglutide or glimepiride.,2
902,"Effects of exenatide once weekly plus dapagliflozin, exenatide once weekly, or dapagliflozin, added to metformin monotherapy, on body weight, systolic blood pressure, and triglycerides in patients with type 2 diabetes in the DURATION-8 study.",2
903,Glitazone use associated with reduced risk of Parkinson's disease.,2
904,"Double-blind, randomized clinical trial comparing the efficacy and safety of continuing or discontinuing the dipeptidyl peptidase-4 inhibitor sitagliptin when initiating insulin glargine therapy in patients with type 2 diabetes: The CompoSIT-I Study.",2
905,Results of VERTIS SU extension study: safety and efficacy of ertugliflozin treatment over 104 weeks compared to glimepiride in patients with type 2 diabetes mellitus inadequately controlled on metformin.,2
906,The effect of empagliflozin on muscle sympathetic nerve activity in patients with type II diabetes mellitus.,2
907,"Remission of Type 2 Diabetes Following a Short-term Intervention With Insulin Glargine, Metformin, and Dapagliflozin.",2
908,Efficacy and safety of metformin and sitagliptin-based dual and triple therapy in elderly Chinese patients with type 2 diabetes: Subgroup analysis of STRATEGY study.,1
909,Effects of antidiabetic drugs on left ventricular function/dysfunction: a systematic review and network meta-analysis.,2
910,A 52-week extension study of switching from gemigliptin vs sitagliptin to gemigliptin only as add-on therapy for patients with type 2 diabetes who are inadequately controlled with metformin alone.,2
911,The feasibility of Chinese massage as an auxiliary way of replacing or reducing drugs in the clinical treatment of adult type 2 diabetes: A systematic review and meta-analysis.,2
912,Association of metformin monotherapy or combined therapy with cardiovascular risks in patients with type 2 diabetes mellitus.,2
913,"Effect of saroglitazar 2 mg and 4 mg on glycemic control, lipid profile and cardiovascular disease risk in patients with type 2 diabetes mellitus: a 56-week, randomized, double blind, phase 3 study (PRESS XII study).",2
914,Review of Newer Antidiabetic Agents for Diabetes Management in Kidney Transplant Recipients.,2
915,Metformin in Pregnancy for Women with Type 2 Diabetes: a Review.,2
916,"Association of prestroke metformin use, stroke severity, and thrombolysis outcome.",2
917,"Metformin-induced changes of the gut microbiota in healthy young men: results of a non-blinded, one-armed intervention study.",2
918,Treatment of type 2 diabetes mellitus worldwide: Baseline patient characteristics in the global DISCOVER study.,2
919,"The interaction between metformin and physical activity on postprandial glucose and glucose kinetics: a randomised, clinical trial.",2
920,Hypoglycaemia leads to a delayed increase in platelet and coagulation activation markers in people with type 2 diabetes treated with metformin only: Results from a stepwise hypoglycaemic clamp study.,2
921,Metformin-induced glucagon-like peptide-1 secretion contributes to the actions of metformin in type 2 diabetes.,2
922,Metformin upregulates mitophagy in patients with T2DM: A randomized placebo-controlled study.,2
923,"Semaglutide versus dulaglutide once weekly in patients with type 2 diabetes (SUSTAIN 7): a randomised, open-label, phase 3b trial.",1
924,Trial design and baseline data for LIRA-PRIME: A randomized trial investigating the efficacy of liraglutide in controlling glycaemia in type 2 diabetes in a primary care setting.,2
925,Metformin for pregnancy and beyond: the pros and cons.,2
926,Baseline nocturnal glucose change: A predictor of the treatment effect of bolus intensification in insulin-treated type 2 diabetes.,2
927,A 26-Week Randomized Controlled Trial of Semaglutide Once Daily Versus Liraglutide and Placebo in Patients With Type 2 Diabetes Suboptimally Controlled on Diet and Exercise With or Without Metformin.,2
928,Pharmacodynamics of Metformin in Pregnant Women With Gestational Diabetes Mellitus and Nonpregnant Women With Type 2 Diabetes Mellitus.,2
929,Efficacy and safety of a sodium-glucose co-transporter-2 inhibitor versus placebo as an add-on therapy for people with type 2 diabetes inadequately treated with metformin and a dipeptidyl peptidase-4 inhibitor: a systematic review and meta-analysis of randomised controlled trials.,2
930,"The effect of exenatide on fasting bile acids in newly diagnosed type 2 diabetes mellitus patients, a pilot study.",2
931,"Efficacy of Dulaglutide in a Patient With Type 2 Diabetes, High Cardiovascular Risk, and HIV: A Case Report.",2
932,"Type 2 diabetes mellitus, glycaemic control, associated therapies and risk of rheumatoid arthritis: a retrospective cohort study.",2
933,"A registry-based randomised trial comparing an SGLT2 inhibitor and metformin as standard treatment of early stage type 2 diabetes (SMARTEST): Rationale, design and protocol.",2
934,[The efficacy and safety of linagliptin in elderly patients with type 2 diabetes: a pooled analysis of eight placebo-controlled clinical trials].,2
935,Combination GLP-1 and Insulin Treatment Fails to Alter Myocardial Fuel Selection vs. Insulin Alone in Type 2 Diabetes.,2
936,"Comparison of the Efficacy, Tolerability and Side Effect Profile of Vildagliptin-Metformin with Metformin-GlibenclamideMamong Nigerian.",2
937,Long-Term Complications in Youth-Onset Type 2 Diabetes.,2
938,Long-term efficacy and safety of ertugliflozin monotherapy in patients with inadequately controlled T2DM despite diet and exercise: VERTIS MONO extension study.,2
939,Antisense Inhibition of Glucagon Receptor by IONIS-GCGRRx Improves Type 2 Diabetes Without Increase in Hepatic Glycogen Content in Patients With Type 2 Diabetes on Stable Metformin Therapy.,2
940,"Efficacy and safety of polyethylene glycol loxenatide as add-on to metformin in patients with type 2 diabetes: A multicentre, randomized, double-blind, placebo-controlled, phase 3b trial.",2
941,Italian Titration Approach Study (ITAS) with insulin glargine 300 U/mL in insulin-naive type 2 diabetes: Design and population.,2
942,Metformin and cardiorenal outcomes in diabetes: A reappraisal.,2
943,Combined effect of metformin with ascorbic acid versus acetyl salicylic acid on diabetes-related cardiovascular complication; a 12-month single blind multicenter randomized control trial.,2
944,Beta cell function and insulin sensitivity in obese youth with maturity onset diabetes of youth mutations vs type 2 diabetes in TODAY: Longitudinal observations and glycemic failure.,2
945,Effects of metformin exposure on neurodegenerative diseases in elderly patients with type 2 diabetes mellitus.,2
946,Efficacy and Safety of a Traditional Herbal Combination in Patients with Type II Diabetes Mellitus: A Randomized Controlled Trial.,2
947,"Effects of exenatide once weekly plus dapagliflozin, exenatide once weekly alone, or dapagliflozin alone added to metformin monotherapy in subgroups of patients with type 2 diabetes in the DURATION-8 randomized controlled trial.",2
948,Update on Cardiovascular Effects of Older and Newer Anti-diabetic Medications.,2
949,Short-Term Effect of Hypergastrinemia Following Esomeprazole Treatment On Well-Controlled Type 2 Diabetes Mellitus: A Prospective Study.,2
950,HbA1c-Triggered Endocrinology Electronic Consultation for Type 2 Diabetes Management.,2
951,"Combined exenatide and dapagliflozin has no additive effects on reduction of hepatocellular lipids despite better glycaemic control in patients with type 2 diabetes mellitus treated with metformin: EXENDA, a 24-week, prospective, randomized, placebo-controlled pilot trial.",2
952,Metformin for prevention or delay of type 2 diabetes mellitus and its associated complications in persons at increased risk for the development of type 2 diabetes mellitus.,2
953,Long-term observational study on the impact of GLP-1R agonists on lung function in diabetic patients.,2
954,Effects of Oral and Non-Insulin Injectable Antidiabetic Treatment in Hypertension: A Systematic Review.,2
955,"Metabolic effectiveness of gliflozins and gliptins in the routine clinical practice of patients with type 2 diabetes: preliminary results from GIOIA, a prospective multicentre study.",2
956,Screening for Prediabetes and Type 2 Diabetes: Updated Evidence Report and Systematic Review for the US Preventive Services Task Force.,2
957,"Effect of Cichorium intybus seeds supplementation on the markers of glycemic control, oxidative stress, inflammation, and lipid profile in type 2 diabetes mellitus: A randomized, double-blind placebo study.",2
958,Physiologically based metformin pharmacokinetics model of mice and scale-up to humans for the estimation of concentrations in various tissues.,2
959,Metabolomic Approaches to Investigate the Effect of Metformin: An Overview.,2
960,Long-term metformin adherence in the Diabetes Prevention Program Outcomes Study.,2
961,Metformin use in patients with type 2 diabetes mellitus and chronic kidney disease: An evidence-based review.,2
962,"Efficacy and safety of once-weekly semaglutide versus once-daily sitagliptin as add-on to metformin in patients with type 2 diabetes in SUSTAIN China: A 30-week, double-blind, phase 3a, randomized trial.",2
963,"Clinical Impact of ITCA 650, a Novel Drug-Device GLP-1 Receptor Agonist, in Uncontrolled Type 2 Diabetes and Very High Baseline HbA1c: The FREEDOM-1 HBL (High Baseline) Study.",2
964,New treatment approaches for Alzheimer's disease: preclinical studies and clinical trials centered on antidiabetic drugs.,2
965,Glycemic variability in type 2 diabetes mellitus and acute coronary syndrome: liraglutide compared with insulin glargine: a pilot study.,2
966,Exercise improves metformin 72-h glucose control by reducing the frequency of hyperglycemic peaks.,2
967,Metformin increases endogenous glucose production in non-diabetic individuals and individuals with recent-onset type 2 diabetes.,2
968,"Effects of DPP-4 Inhibitor Linagliptin Versus Sulfonylurea Glimepiride as Add-on to Metformin on Renal Physiology in Overweight Patients With Type 2 Diabetes (RENALIS): A Randomized, Double-Blind Trial.",2
969,Long-term effectiveness and safety of quadruple combination therapy with empagliflozin versus dapagliflozin in patients with type 2 diabetes: 3-year prospective observational study.,2
970,The effect of metformin versus placebo in combination with insulin analogues on bone mineral density and trabecular bone score in patients with type 2 diabetes mellitus: a randomized placebo-controlled trial.,2
971,"Biphasic human insulin 30 thrice daily, is it reasonable?.",2
972,"Safety, feasibility and efficacy of metformin and sitagliptin in patients with a TIA or minor ischaemic stroke and impaired glucose tolerance.",2
973,"Improved glycaemic variability and time in range with dapagliflozin versus gliclazide modified release among adults with type 2 diabetes, evaluated by continuous glucose monitoring: A 12-week randomized controlled trial.",2
974,Sodium-glucose cotransporter 2 inhibitor versus metformin as first-line therapy in patients with type 2 diabetes mellitus: a multi-institution database study.,2
975,SGLT2 inhibition versus sulfonylurea treatment effects on electrolyte and acid-base balance: secondary analysis of a clinical trial reaching glycemic equipoise: Tubular effects of SGLT2 inhibition in Type 2 diabetes.,2
976,Impact of treatment with glibenclamide or vildagliptin on glucose variability after aerobic exercise in type 2 diabetes: A randomized controlled trial.,2
977,THE EFFICACY AND SAFETY OF CO-ADMINISTRATION OF SITAGLIPTIN WITH METFORMIN IN PATIENTS WITH TYPE 2 DIABETES AT HOSPITAL DISCHARGE.,2
978,A retrospective real-world study of dapagliflozin versus other oral antidiabetic drugs added to metformin in patients with type 2 diabetes.,2
979,"A randomized, placebo-controlled clinical trial evaluating the safety and efficacy of the once-weekly DPP-4 inhibitor omarigliptin in patients with type 2 diabetes mellitus inadequately controlled by glimepiride and metformin.",2
980,Disease progression and treatment response in data-driven subgroups of type 2 diabetes compared with models based on simple clinical features: an analysis using clinical trial data.,2
981,Non-alcoholic Fatty Liver Disease and Diabetes Mellitus.,2
982,Mexican population sub-analysis of the lixilan clinical program with the fixed ratio combination of insulin glargine and lixisenatide (iGlarLixi).,2
983,A Randomized Trial of Insulin Glargine plus Oral Hypoglycemic Agents versus Continuous Subcutaneous Insulin Infusion to Treat Newly Diagnosed Type 2 Diabetes.,2
984,Dietary carbohydrate restriction augments weight loss-induced improvements in glycaemic control and liver fat in individuals with type 2 diabetes: a randomised controlled trial.,2
985,Glucose-lowering Drugs and Hospitalization for Heart Failure: A Systematic Review and Additive-effects Network Meta-analysis With More Than 500 000 Patient-years.,2
986,Type 2 Diabetes Therapies: A STEPS Approach.,0
987,Effects of Metformin-Single Therapy on the Level of Inflammatory Markers in Serum of Non-Obese T2DM Patients with NAFLD.,2
988,"Once-Weekly Efpeglenatide Dose-Range Effects on Glycemic Control and Body Weight in Patients With Type 2 Diabetes on Metformin or Drug Naive, Referenced to Liraglutide.",2
989,Effect of metformin as an add-on therapy on neuregulin-4 levels and vascular-related complications in adolescents with type 1 diabetes: A randomized controlled trial.,2
990,Plasma levels of DPP4 activity and sDPP4 are dissociated from inflammation in mice and humans.,2
991,Effect of metformin on plasma metabolite profile in the Copenhagen Insulin and Metformin Therapy (CIMT) trial.,2
992,Increased Hepatic PDGF-AA Signaling Mediates Liver Insulin Resistance in Obesity-Associated Type 2 Diabetes.,1
993,Impact of continuation of metformin prior to elective coronary angiography on acute contrast nephropathy in patients with normal or mildly impaired renal functions.,2
994,Network meta-analysis of lorcaserin and oral hypoglycaemics for patients with type 2 diabetes mellitus and obesity.,2
995,"Metformin is the key factor in elevated plasma growth differentiation factor-15 levels in type 2 diabetes: A nested, case-control study.",2
996,Can glucose-lowering medications improve outcomes in non-diabetic heart failure patients? A Bayesian network meta-analysis.,2
997,Cardiorenal outcomes with dapagliflozin by baseline glucose-lowering agents: Post hoc analyses from DECLARE-TIMI 58.,2
998,"Efficacy and safety of alogliptin versus acarbose in Chinese type 2 diabetes patients with high cardiovascular risk or coronary heart disease treated with aspirin and inadequately controlled with metformin monotherapy or drug-naive: A multicentre, randomized, open-label, prospective study (ACADEMIC).",1
999,The role of GLP-1 in the postprandial effects of acarbose in type 2 diabetes.,2
1000,"Liraglutide improves memory in obese patients with prediabetes or early type 2 diabetes: a randomized, controlled study.",2
